tournament,year,match_name,match_date,stage_name,group_name,group_stage,knockout_stage,replayed,replay
FIFA Women's World Cup,2011,Japan vs Mexico,2011-07-01,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2011,New Zealand vs England,2011-07-01,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2011,North Korea vs Sweden,2011-07-02,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2011,United States vs Colombia,2011-07-02,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2011,Australia vs Equatorial Guinea,2011-07-03,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2011,Brazil vs Norway,2011-07-03,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2011,Canada vs Nigeria,2011-07-05,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2011,England vs Japan,2011-07-05,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2011,France vs Germany,2011-07-05,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2011,New Zealand vs Mexico,2011-07-05,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2011,Australia vs Norway,2011-07-06,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2011,Equatorial Guinea vs Brazil,2011-07-06,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2011,North Korea vs Colombia,2011-07-06,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2011,Sweden vs United States ,2011-07-06,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2011,England vs France,2011-07-09,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2011,Germany vs Japan,2011-07-09,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2011,Brazil vs United States,2011-07-10,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2011,Sweden vs Australia,2011-07-10,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2011,France vs United States,2011-07-13,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2011,Japan vs Sweden,2011-07-13,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2011,Sweden vs France,2011-07-16,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,2011,Japan vs United States,2011-07-17,final,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Canada vs China,2015-06-06,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2015,New Zealand vs Netherlands,2015-06-06,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2015,Germany vs Ivory Coast,2015-06-07,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2015,Norway vs Thailand,2015-06-07,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2015,Cameroon vs Ecuador,2015-06-08,group stage,Group c,1,0,0,0
FIFA Women's World Cup,2015,Japan vs Switzerland,2015-06-08,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2015,Sweden vs Nigeria,2015-06-08,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2015,United States vs Australia,2015-06-08,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2015,Brazil vs South Korea,2015-06-09,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2015,Colombia vs Mexico,2015-06-09,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2015,France vs England,2015-06-09,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2015,Spain vs Costa Rica,2015-06-09,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2015,Canada vs New Zealand,2015-06-11,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2015,China vs Netherlands,2015-06-11,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2015,Germany vs Norway,2015-06-11,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2015,Ivory Coast vs Thailand,2015-06-11,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2015,Australia vs Nigeria,2015-06-12,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2015,Japan vs Cameroon,2015-06-12,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2015,Switzerland vs Ecuador,2015-06-12,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2015,United States vs Sweden,2015-06-12,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2015,Brazil vs Spain,2015-06-13,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2015,England vs Mexico,2015-06-13,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2015,France vs Colombia,2015-06-13,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2015,South Korea vs Costa Rica,2015-06-13,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2015,China vs New Zealand,2015-06-15,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2015,Ivory Coast vs Norway,2015-06-15,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2015,Netherlands vs Canada,2015-06-15,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2015,Thailand vs Germany,2015-06-15,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2015,Australia vs Sweden,2015-06-16,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2015,Ecuador vs Japan,2015-06-16,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2015,Nigeria vs United States,2015-06-16,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2015,Switzerland vs Cameroon,2015-06-16,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2015,Costa Rica vs Brazil,2015-06-17,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2015,England vs Colombia,2015-06-17,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2015,Mexico vs France,2015-06-17,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2015,South Korea vs Spain,2015-06-17,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2015,China vs Cameroon,2015-06-20,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Germany vs Sweden,2015-06-20,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Brazil vs Australia,2015-06-21,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Canada vs Switzerland,2015-06-21,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,France vs South Korea,2015-06-21,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Norway vs England,2015-06-22,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,United States vs Colombia,2015-06-22,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Japan vs Netherlands,2015-06-23,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2015,China vs United States,2015-06-26,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Germany vs France,2015-06-26,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Australia vs Japan,2015-06-27,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2015,England vs Canada,2015-06-27,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2015,United States vs Germany,2015-06-30,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Japan vs England,2015-07-01,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2015,Germany vs England,2015-07-04,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,2015,United States vs Japan,2015-07-05,final,not applicable,0,1,0,0
FIFA Women's World Cup,2019,France vs South Korea,2019-06-07,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2019,Germany vs China,2019-06-08,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2019,Norway vs Nigeria,2019-06-08,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2019,Spain vs South Africa,2019-06-08,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2019,Australia vs Italy,2019-06-09,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2019,Brazil vs Jamaica,2019-06-09,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2019,England vs Scotland,2019-06-09,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2019,Argentina vs Japan,2019-06-10,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2019,Canada vs Cameroon,2019-06-10,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2019,Chile vs Sweden,2019-06-11,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2019,New Zealand vs Netherlands,2019-06-11,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2019,United States vs Thailand,2019-06-11,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2019,France vs Norway,2019-06-12,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2019,Germany vs Spain,2019-06-12,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2019,Nigeria vs South Korea,2019-06-12,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2019,Australia vs Brazil,2019-06-13,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2019,South Africa vs China,2019-06-13,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2019,England vs Argentina,2019-06-14,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2019,Jamaica vs Italy,2019-06-14,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2019,Japan vs Scotland,2019-06-14,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2019,Canada vs New Zealand,2019-06-15,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2019,Netherlands vs Cameroon,2019-06-15,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2019,Sweden vs Thailand,2019-06-16,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2019,United States vs Chile,2019-06-16,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2019,China vs Spain,2019-06-17,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2019,Nigeria vs France,2019-06-17,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2019,South Africa vs Germany,2019-06-17,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2019,South Korea vs Norway,2019-06-17,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2019,Italy vs Brazil,2019-06-18,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2019,Jamaica vs Australia,2019-06-18,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2019,Japan vs England,2019-06-19,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2019,Scotland vs Argentina,2019-06-19,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2019,Cameroon vs New Zealand,2019-06-20,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2019,Netherlands vs Canada,2019-06-20,group stage,Group E,1,0,0,0
FIFA Women's World Cup,2019,Sweden vs United States,2019-06-20,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2019,Thailand vs Chile,2019-06-20,group stage,Group F,1,0,0,0
FIFA Women's World Cup,2019,Germany vs Nigeria,2019-06-22,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Norway vs Australia,2019-06-22,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,England vs Cameroon,2019-06-23,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,France vs Brazil,2019-06-23,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Spain vs United States,2019-06-24,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Sweden vs Canada,2019-06-24,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Italy vs China,2019-06-25,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Netherlands vs Japan,2019-06-25,round of 16,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Norway vs England,2019-06-27,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2019,France vs United States,2019-06-28,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Germany vs Sweden,2019-06-29,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Italy vs Netherlands,2019-06-29,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2019,England vs United States,2019-07-02,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2019,Netherlands vs Sweden,2019-07-03,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2019,England vs Sweden,2019-07-06,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,2019,United States vs Netherlands,2019-07-07,final,not applicable,0,1,0,0
