tournament,year,match_name,match_date,stage_name,group_name,group_stage,knockout_stage,replayed,replay
FIFA Men's World Cup,1998,Nigeria vs Paraguay,1998-06-24,group stage,Group D,1,0,0,0
FIFA Men's World Cup,1998,South Africa vs Saudi Arabia,1998-06-24,group stage,Group C,1,0,0,0
FIFA Men's World Cup,1998,Spain vs Bulgaria,1998-06-24,group stage,Group D,1,0,0,0
FIFA Men's World Cup,1998,Belgium vs South Korea,1998-06-25,group stage,Group E,1,0,0,0
FIFA Men's World Cup,1998,Germany vs Iran,1998-06-25,group stage,Group F,1,0,0,0
FIFA Men's World Cup,1998,Netherlands vs Mexico,1998-06-25,group stage,Group E,1,0,0,0
FIFA Men's World Cup,1998,United States vs Yugoslavia,1998-06-25,group stage,Group F,1,0,0,0
FIFA Men's World Cup,1998,Argentina vs Croatia,1998-06-26,group stage,Group H,1,0,0,0
FIFA Men's World Cup,1998,Colombia vs England,1998-06-26,group stage,Group G,1,0,0,0
FIFA Men's World Cup,1998,Japan vs Jamaica,1998-06-26,group stage,Group H,1,0,0,0
FIFA Men's World Cup,1998,Romania vs Tunisia,1998-06-26,group stage,Group G,1,0,0,0
FIFA Men's World Cup,1998,Brazil vs Chile,1998-06-27,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Italy vs Norway,1998-06-27,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,France vs Paraguay,1998-06-28,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Nigeria vs Denmark,1998-06-28,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Germany vs Mexico,1998-06-29,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Netherlands vs Yugoslavia,1998-06-29,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Argentina vs England,1998-06-30,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Romania vs Croatia,1998-06-30,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Brazil vs Denmark,1998-07-03,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Italy vs France,1998-07-03,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Germany vs Croatia,1998-07-04,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Netherlands vs Argentina,1998-07-04,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Brazil vs Netherlands,1998-07-07,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,1998,France vs Croatia,1998-07-08,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Netherlands vs Croatia,1998-07-11,third-place match,not applicable,0,1,0,0
FIFA Men's World Cup,1998,Brazil vs France,1998-07-12,final,not applicable,0,1,0,0
FIFA Men's World Cup,2002,France vs Senegal,2002-05-31,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2002,Germany vs Saudi Arabia,2002-06-01,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2002,Republic of Ireland vs Cameroon,2002-06-01,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2002,Uruguay vs Denmark,2002-06-01,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2002,Argentina vs Nigeria,2002-06-02,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2002,England vs Sweden,2002-06-02,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2002,Paraguay vs South Africa,2002-06-02,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2002,Spain vs Slovenia,2002-06-02,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2002,Brazil vs Turkey,2002-06-03,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2002,Croatia vs Mexico,2002-06-03,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2002,Italy vs Ecuador,2002-06-03,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2002,China vs Costa Rica,2002-06-04,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2002,Japan vs Belgium,2002-06-04,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2002,South Korea vs Poland,2002-06-04,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2002,Germany vs Republic of Ireland,2002-06-05,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2002,Russia vs Tunisia,2002-06-05,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2002,United States vs Portugal,2002-06-05,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2002,Cameroon vs Saudi Arabia,2002-06-06,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2002,Denmark vs Senegal,2002-06-06,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2002,France vs Uruguay,2002-06-06,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2002,Argentina vs England,2002-06-07,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2002,Spain vs Paraguay,2002-06-07,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2002,Sweden vs Nigeria,2002-06-07,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2002,Brazil vs China,2002-06-08,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2002,Italy vs Croatia,2002-06-08,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2002,South Africa vs Slovenia,2002-06-08,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2002,Costa Rica vs Turkey,2002-06-09,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2002,Japan vs Russia,2002-06-09,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2002,Mexico vs Ecuador,2002-06-09,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2002,Portugal vs Poland,2002-06-10,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2002,South Korea vs United States,2002-06-10,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2002,Tunisia vs Belgium,2002-06-10,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2002,Cameroon vs Germany,2002-06-11,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2002,Denmark vs France,2002-06-11,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2002,Saudi Arabia vs Republic of Ireland,2002-06-11,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2002,Senegal vs Uruguay,2002-06-11,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2002,Nigeria vs England,2002-06-12,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2002,Slovenia vs Paraguay,2002-06-12,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2002,South Africa vs Spain,2002-06-12,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2002,Sweden vs Argentina,2002-06-12,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2002,Costa Rica vs Brazil,2002-06-13,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2002,Ecuador vs Croatia,2002-06-13,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2002,Mexico vs Italy,2002-06-13,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2002,Turkey vs China,2002-06-13,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2002,Belgium vs Russia,2002-06-14,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2002,Poland vs United States,2002-06-14,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2002,Portugal vs South Korea,2002-06-14,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2002,Tunisia vs Japan,2002-06-14,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2002,Denmark vs England,2002-06-15,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Germany vs Paraguay,2002-06-15,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Spain vs Republic of Ireland,2002-06-16,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Sweden vs Senegal,2002-06-16,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Brazil vs Belgium,2002-06-17,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Mexico vs United States,2002-06-17,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Japan vs Turkey,2002-06-18,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,South Korea vs Italy,2002-06-18,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2002,England vs Brazil,2002-06-21,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Germany vs United States,2002-06-21,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Senegal vs Turkey,2002-06-22,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Spain vs South Korea,2002-06-22,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Germany vs South Korea,2002-06-25,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Brazil vs Turkey,2002-06-26,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2002,South Korea vs Turkey,2002-06-29,third-place match,not applicable,0,1,0,0
FIFA Men's World Cup,2002,Germany vs Brazil,2002-06-30,final,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Germany vs Costa Rica,2006-06-09,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2006,Poland vs Ecuador,2006-06-09,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2006,Argentina vs Ivory Coast,2006-06-10,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2006,England vs Paraguay,2006-06-10,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2006,Trinidad and Tobago vs Sweden,2006-06-10,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2006,Angola vs Portugal,2006-06-11,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2006,Mexico vs Iran,2006-06-11,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2006,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2006,Australia vs Japan,2006-06-12,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2006,Italy vs Ghana,2006-06-12,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2006,United States vs Czech Republic,2006-06-12,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2006,Brazil vs Croatia,2006-06-13,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2006,France vs Switzerland,2006-06-13,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2006,South Korea vs Togo,2006-06-13,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2006,Germany vs Poland,2006-06-14,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2006,Spain vs Ukraine,2006-06-14,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2006,Tunisia vs Saudi Arabia,2006-06-14,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2006,Ecuador vs Costa Rica,2006-06-15,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2006,England vs Trinidad and Tobago,2006-06-15,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2006,Sweden vs Paraguay,2006-06-15,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2006,Argentina vs Serbia and Montenegro,2006-06-16,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2006,Mexico vs Angola,2006-06-16,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2006,Netherlands vs Ivory Coast,2006-06-16,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2006,Czech Republic vs Ghana,2006-06-17,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2006,Italy vs United States,2006-06-17,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2006,Portugal vs Iran,2006-06-17,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2006,Brazil vs Australia,2006-06-18,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2006,France vs South Korea,2006-06-18,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2006,Japan vs Croatia,2006-06-18,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2006,Saudi Arabia vs Ukraine,2006-06-19,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2006,Spain vs Tunisia,2006-06-19,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2006,Togo vs Switzerland,2006-06-19,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2006,Costa Rica vs Poland,2006-06-20,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2006,Ecuador vs Germany,2006-06-20,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2006,Paraguay vs Trinidad and Tobago,2006-06-20,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2006,Sweden vs England,2006-06-20,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2006,Iran vs Angola,2006-06-21,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2006,Ivory Coast vs Serbia and Montenegro,2006-06-21,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2006,Netherlands vs Argentina,2006-06-21,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2006,Portugal vs Mexico,2006-06-21,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2006,Croatia vs Australia,2006-06-22,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2006,Czech Republic vs Italy,2006-06-22,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2006,Ghana vs United States,2006-06-22,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2006,Japan vs Brazil,2006-06-22,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2006,Saudi Arabia vs Spain,2006-06-23,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2006,Switzerland vs South Korea,2006-06-23,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2006,Togo vs France,2006-06-23,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2006,Ukraine vs Tunisia,2006-06-23,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2006,Argentina vs Mexico,2006-06-24,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Germany vs Sweden,2006-06-24,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,England vs Ecuador,2006-06-25,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Portugal vs Netherlands,2006-06-25,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Italy vs Australia,2006-06-26,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Switzerland vs Ukraine,2006-06-26,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Brazil vs Ghana,2006-06-27,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Spain vs France,2006-06-27,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Germany vs Argentina,2006-06-30,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Italy vs Ukraine,2006-06-30,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Brazil vs France,2006-07-01,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2006,England vs Portugal,2006-07-01,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Germany vs Italy,2006-07-04,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Portugal vs France,2006-07-05,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Germany vs Portugal,2006-07-08,third-place match,not applicable,0,1,0,0
FIFA Men's World Cup,2006,Italy vs France,2006-07-09,final,not applicable,0,1,0,0
FIFA Men's World Cup,2010,South Africa vs Mexico,2010-06-11,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2010,Uruguay vs France,2010-06-11,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2010,Argentina vs Nigeria,2010-06-12,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2010,England vs United States,2010-06-12,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2010,South Korea vs Greece,2010-06-12,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2010,Algeria vs Slovenia,2010-06-13,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2010,Germany vs Australia,2010-06-13,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2010,Serbia vs Ghana,2010-06-13,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2010,Italy vs Paraguay,2010-06-14,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2010,Japan vs Cameroon,2010-06-14,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2010,Netherlands vs Denmark,2010-06-14,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2010,Brazil vs North Korea,2010-06-15,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2010,Ivory Coast vs Portugal,2010-06-15,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2010,New Zealand vs Slovakia,2010-06-15,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2010,Honduras vs Chile,2010-06-16,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2010,South Africa vs Uruguay,2010-06-16,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2010,Spain vs Switzerland,2010-06-16,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2010,Argentina vs South Korea,2010-06-17,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2010,France vs Mexico,2010-06-17,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2010,Greece vs Nigeria,2010-06-17,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2010,England vs Algeria,2010-06-18,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2010,Germany vs Serbia,2010-06-18,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2010,Slovenia vs United States,2010-06-18,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2010,Cameroon vs Denmark,2010-06-19,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2010,Ghana vs Australia,2010-06-19,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2010,Netherlands vs Japan,2010-06-19,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2010,Brazil vs Ivory Coast,2010-06-20,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2010,Italy vs New Zealand,2010-06-20,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2010,Slovakia vs Paraguay,2010-06-20,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2010,Chile vs Switzerland,2010-06-21,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2010,Portugal vs North Korea,2010-06-21,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2010,Spain vs Honduras,2010-06-21,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2010,France vs South Africa,2010-06-22,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2010,Greece vs Argentina,2010-06-22,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2010,Mexico vs Uruguay,2010-06-22,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2010,Nigeria vs South Korea,2010-06-22,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2010,Australia vs Serbia,2010-06-23,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2010,Ghana vs Germany,2010-06-23,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2010,Slovenia vs England,2010-06-23,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2010,United States vs Algeria,2010-06-23,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2010,Cameroon vs Netherlands,2010-06-24,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2010,Denmark vs Japan,2010-06-24,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2010,Paraguay vs New Zealand,2010-06-24,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2010,Slovakia vs Italy,2010-06-24,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2010,Chile vs Spain,2010-06-25,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2010,North Korea vs Ivory Coast,2010-06-25,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2010,Portugal vs Brazil,2010-06-25,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2010,Switzerland vs Honduras,2010-06-25,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2010,United States vs Ghana,2010-06-26,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Uruguay vs South Korea,2010-06-26,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Argentina vs Mexico,2010-06-27,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Germany vs England,2010-06-27,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Brazil vs Chile,2010-06-28,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Netherlands vs Slovakia,2010-06-28,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Paraguay vs Japan,2010-06-29,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Spain vs Portugal,2010-06-29,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Netherlands vs Brazil,2010-07-02,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Uruguay vs Ghana,2010-07-02,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Argentina vs Germany,2010-07-03,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Paraguay vs Spain,2010-07-03,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Uruguay vs Netherlands,2010-07-06,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Germany vs Spain,2010-07-07,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Uruguay vs Germany,2010-07-10,third-place match,not applicable,0,1,0,0
FIFA Men's World Cup,2010,Netherlands vs Spain,2010-07-11,final,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Brazil vs Croatia,2014-06-12,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2014,Chile vs Australia,2014-06-13,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2014,Mexico vs Cameroon,2014-06-13,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2014,Spain vs Netherlands,2014-06-13,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2014,Colombia vs Greece,2014-06-14,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2014,England vs Italy,2014-06-14,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2014,Ivory Coast vs Japan,2014-06-14,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2014,Uruguay vs Costa Rica,2014-06-14,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2014,Argentina vs Bosnia and Herzegovina,2014-06-15,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2014,France vs Honduras,2014-06-15,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2014,Switzerland vs Ecuador,2014-06-15,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2014,Germany vs Portugal,2014-06-16,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2014,Ghana vs United States,2014-06-16,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2014,Iran vs Nigeria,2014-06-16,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2014,Belgium vs Algeria,2014-06-17,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2014,Brazil vs Mexico,2014-06-17,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2014,Russia vs South Korea,2014-06-17,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2014,Australia vs Netherlands,2014-06-18,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2014,Cameroon vs Croatia,2014-06-18,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2014,Spain vs Chile,2014-06-18,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2014,Colombia vs Ivory Coast,2014-06-19,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2014,Japan vs Greece,2014-06-19,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2014,Uruguay vs England,2014-06-19,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2014,Honduras vs Ecuador,2014-06-20,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2014,Italy vs Costa Rica,2014-06-20,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2014,Switzerland vs France,2014-06-20,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2014,Argentina vs Iran,2014-06-21,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2014,Germany vs Ghana,2014-06-21,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2014,Nigeria vs Bosnia and Herzegovina,2014-06-21,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2014,Belgium vs Russia,2014-06-22,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2014,South Korea vs Algeria,2014-06-22,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2014,United States vs Portugal,2014-06-22,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2014,Australia vs Spain,2014-06-23,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2014,Cameroon vs Brazil,2014-06-23,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2014,Croatia vs Mexico,2014-06-23,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2014,Netherlands vs Chile,2014-06-23,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2014,Costa Rica vs England,2014-06-24,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2014,Greece vs Ivory Coast,2014-06-24,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2014,Italy vs Uruguay,2014-06-24,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2014,Japan vs Colombia,2014-06-24,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2014,Bosnia and Herzegovina vs Iran,2014-06-25,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2014,Ecuador vs France,2014-06-25,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2014,Honduras vs Switzerland,2014-06-25,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2014,Nigeria vs Argentina,2014-06-25,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2014,Algeria vs Russia,2014-06-26,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2014,Portugal vs Ghana,2014-06-26,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2014,South Korea vs Belgium,2014-06-26,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2014,United States vs Germany,2014-06-26,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2014,Brazil vs Chile,2014-06-28,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Colombia vs Uruguay,2014-06-28,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Costa Rica vs Greece,2014-06-29,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Netherlands vs Mexico,2014-06-29,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,France vs Nigeria,2014-06-30,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Germany vs Algeria,2014-06-30,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Argentina vs Switzerland,2014-07-01,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Belgium vs United States,2014-07-01,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Brazil vs Colombia,2014-07-04,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2014,France vs Germany,2014-07-04,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Argentina vs Belgium,2014-07-05,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Netherlands vs Costa Rica,2014-07-05,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Brazil vs Germany,2014-07-08,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Netherlands vs Argentina,2014-07-09,semi-finals,not applicable,0,1,0,0
