key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw
248,WC-1974,1974 FIFA Men's World Cup,M-1974-16,Haiti vs Poland,group stage,Group 4,1,0,0,0,1974-06-19,19:30,S-096,Olympiastadion,Munich,Germany,T-34,Haiti,HTI,T-57,Poland,POL,0–7,0,7,-7,7,0,0,0-0,0,0,away team win,0,1,0
249,WC-1974,1974 FIFA Men's World Cup,M-1974-17,Australia vs Chile,group stage,Group 1,1,0,0,0,1974-06-22,16:00,S-080,Olympiastadion,Berlin,Germany,T-04,Australia,AUS,T-13,Chile,CHL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
250,WC-1974,1974 FIFA Men's World Cup,M-1974-18,Scotland vs Yugoslavia,group stage,Group 2,1,0,0,0,1974-06-22,16:00,S-086,Waldstadion,Frankfurt,Germany,T-64,Scotland,SCO,T-87,Yugoslavia,YUG,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
251,WC-1974,1974 FIFA Men's World Cup,M-1974-19,Zaire vs Brazil,group stage,Group 2,1,0,0,0,1974-06-22,16:00,S-088,Parkstadion,Gelsenkirchen,Germany,T-88,Zaire,COD,T-09,Brazil,BRA,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0
252,WC-1974,1974 FIFA Men's World Cup,M-1974-20,East Germany vs West Germany,group stage,Group 1,1,0,0,0,1974-06-22,19:30,S-089,Volksparkstadion,Hamburg,Germany,T-24,East Germany,DDR,T-86,West Germany,DEU,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
253,WC-1974,1974 FIFA Men's World Cup,M-1974-21,Bulgaria vs Netherlands,group stage,Group 3,1,0,0,0,1974-06-23,16:00,S-083,Westfalenstadion,Dortmund,Germany,T-10,Bulgaria,BGR,T-48,Netherlands,NLD,1–4,1,4,-3,3,0,0,0-0,0,0,away team win,0,1,0
254,WC-1974,1974 FIFA Men's World Cup,M-1974-22,Sweden vs Uruguay,group stage,Group 3,1,0,0,0,1974-06-23,16:00,S-085,Rheinstadion,Düsseldorf,Germany,T-74,Sweden,SWE,T-84,Uruguay,URY,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0
255,WC-1974,1974 FIFA Men's World Cup,M-1974-23,Argentina vs Haiti,group stage,Group 4,1,0,0,0,1974-06-23,16:00,S-096,Olympiastadion,Munich,Germany,T-03,Argentina,ARG,T-34,Haiti,HTI,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0
256,WC-1974,1974 FIFA Men's World Cup,M-1974-24,Poland vs Italy,group stage,Group 4,1,0,0,0,1974-06-23,16:00,S-099,Neckarstadion,Stuttgart,Germany,T-57,Poland,POL,T-41,Italy,ITA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
257,WC-1974,1974 FIFA Men's World Cup,M-1974-25,Yugoslavia vs West Germany,second group stage,Group B,1,0,0,0,1974-06-26,16:00,S-085,Rheinstadion,Düsseldorf,Germany,T-87,Yugoslavia,YUG,T-86,West Germany,DEU,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0
258,WC-1974,1974 FIFA Men's World Cup,M-1974-26,Brazil vs East Germany,second group stage,Group A,1,0,0,0,1974-06-26,19:30,S-090,Niedersachsenstadion,Hanover,Germany,T-09,Brazil,BRA,T-24,East Germany,DDR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
259,WC-1974,1974 FIFA Men's World Cup,M-1974-27,Netherlands vs Argentina,second group stage,Group A,1,0,0,0,1974-06-26,19:30,S-088,Parkstadion,Gelsenkirchen,Germany,T-48,Netherlands,NLD,T-03,Argentina,ARG,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0
260,WC-1974,1974 FIFA Men's World Cup,M-1974-28,Sweden vs Poland,second group stage,Group B,1,0,0,0,1974-06-26,19:30,S-099,Neckarstadion,Stuttgart,Germany,T-74,Sweden,SWE,T-57,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0
261,WC-1974,1974 FIFA Men's World Cup,M-1974-29,Argentina vs Brazil,second group stage,Group A,1,0,0,0,1974-06-30,16:00,S-090,Niedersachsenstadion,Hanover,Germany,T-03,Argentina,ARG,T-09,Brazil,BRA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0
262,WC-1974,1974 FIFA Men's World Cup,M-1974-30,East Germany vs Netherlands,second group stage,Group A,1,0,0,0,1974-06-30,16:00,S-088,Parkstadion,Gelsenkirchen,Germany,T-24,East Germany,DDR,T-48,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0
263,WC-1974,1974 FIFA Men's World Cup,M-1974-31,Poland vs Yugoslavia,second group stage,Group B,1,0,0,0,1974-06-30,16:00,S-086,Waldstadion,Frankfurt,Germany,T-57,Poland,POL,T-87,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
264,WC-1974,1974 FIFA Men's World Cup,M-1974-32,West Germany vs Sweden,second group stage,Group B,1,0,0,0,1974-06-30,19:30,S-085,Rheinstadion,Düsseldorf,Germany,T-86,West Germany,DEU,T-74,Sweden,SWE,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0
265,WC-1974,1974 FIFA Men's World Cup,M-1974-33,Poland vs West Germany,second group stage,Group B,1,0,0,0,1974-07-03,16:30,S-086,Waldstadion,Frankfurt,Germany,T-57,Poland,POL,T-86,West Germany,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0
266,WC-1974,1974 FIFA Men's World Cup,M-1974-34,Argentina vs East Germany,second group stage,Group A,1,0,0,0,1974-07-03,19:30,S-088,Parkstadion,Gelsenkirchen,Germany,T-03,Argentina,ARG,T-24,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
267,WC-1974,1974 FIFA Men's World Cup,M-1974-35,Netherlands vs Brazil,second group stage,Group A,1,0,0,0,1974-07-03,19:30,S-083,Westfalenstadion,Dortmund,Germany,T-48,Netherlands,NLD,T-09,Brazil,BRA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0
268,WC-1974,1974 FIFA Men's World Cup,M-1974-36,Sweden vs Yugoslavia,second group stage,Group B,1,0,0,0,1974-07-03,19:30,S-085,Rheinstadion,Düsseldorf,Germany,T-74,Sweden,SWE,T-87,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
269,WC-1974,1974 FIFA Men's World Cup,M-1974-37,Brazil vs Poland,third-place match,not applicable,0,1,0,0,1974-07-06,16:00,S-096,Olympiastadion,Munich,Germany,T-09,Brazil,BRA,T-57,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0
270,WC-1974,1974 FIFA Men's World Cup,M-1974-38,Netherlands vs West Germany,final,not applicable,0,1,0,0,1974-07-07,16:00,S-096,Olympiastadion,Munich,Germany,T-48,Netherlands,NLD,T-86,West Germany,DEU,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0
271,WC-1978,1978 FIFA Men's World Cup,M-1978-01,West Germany vs Poland,group stage,Group 2,1,0,0,0,1978-06-01,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-86,West Germany,DEU,T-57,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
272,WC-1978,1978 FIFA Men's World Cup,M-1978-02,Italy vs France,group stage,Group 1,1,0,0,0,1978-06-02,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-41,Italy,ITA,T-30,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
273,WC-1978,1978 FIFA Men's World Cup,M-1978-03,Tunisia vs Mexico,group stage,Group 2,1,0,0,0,1978-06-02,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-79,Tunisia,TUN,T-46,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0
274,WC-1978,1978 FIFA Men's World Cup,M-1978-04,Argentina vs Hungary,group stage,Group 1,1,0,0,0,1978-06-02,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-36,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
275,WC-1978,1978 FIFA Men's World Cup,M-1978-05,Austria vs Spain,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-73,Spain,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
276,WC-1978,1978 FIFA Men's World Cup,M-1978-06,Brazil vs Sweden,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-74,Sweden,SWE,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
277,WC-1978,1978 FIFA Men's World Cup,M-1978-07,Netherlands vs Iran,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-48,Netherlands,NLD,T-38,Iran,IRN,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0
278,WC-1978,1978 FIFA Men's World Cup,M-1978-08,Peru vs Scotland,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-56,Peru,PER,T-64,Scotland,SCO,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0
279,WC-1978,1978 FIFA Men's World Cup,M-1978-09,Italy vs Hungary,group stage,Group 1,1,0,0,0,1978-06-06,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-41,Italy,ITA,T-36,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0
280,WC-1978,1978 FIFA Men's World Cup,M-1978-10,Poland vs Tunisia,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-57,Poland,POL,T-79,Tunisia,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
281,WC-1978,1978 FIFA Men's World Cup,M-1978-11,West Germany vs Mexico,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-86,West Germany,DEU,T-46,Mexico,MEX,6–0,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0
282,WC-1978,1978 FIFA Men's World Cup,M-1978-12,Argentina vs France,group stage,Group 1,1,0,0,0,1978-06-06,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-30,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
283,WC-1978,1978 FIFA Men's World Cup,M-1978-13,Austria vs Sweden,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-74,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
284,WC-1978,1978 FIFA Men's World Cup,M-1978-14,Brazil vs Spain,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-73,Spain,ESP,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
285,WC-1978,1978 FIFA Men's World Cup,M-1978-15,Netherlands vs Peru,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-48,Netherlands,NLD,T-56,Peru,PER,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
286,WC-1978,1978 FIFA Men's World Cup,M-1978-16,Scotland vs Iran,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-64,Scotland,SCO,T-38,Iran,IRN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
287,WC-1978,1978 FIFA Men's World Cup,M-1978-17,France vs Hungary,group stage,Group 1,1,0,0,0,1978-06-10,14:30,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-30,France,FRA,T-36,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0
288,WC-1978,1978 FIFA Men's World Cup,M-1978-18,Poland vs Mexico,group stage,Group 2,1,0,0,0,1978-06-10,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-57,Poland,POL,T-46,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0
289,WC-1978,1978 FIFA Men's World Cup,M-1978-19,West Germany vs Tunisia,group stage,Group 2,1,0,0,0,1978-06-10,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-86,West Germany,DEU,T-79,Tunisia,TUN,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
290,WC-1978,1978 FIFA Men's World Cup,M-1978-20,Argentina vs Italy,group stage,Group 1,1,0,0,0,1978-06-10,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-41,Italy,ITA,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0
291,WC-1978,1978 FIFA Men's World Cup,M-1978-21,Brazil vs Austria,group stage,Group 3,1,0,0,0,1978-06-11,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-05,Austria,AUT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
292,WC-1978,1978 FIFA Men's World Cup,M-1978-22,Spain vs Sweden,group stage,Group 3,1,0,0,0,1978-06-11,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-73,Spain,ESP,T-74,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
293,WC-1978,1978 FIFA Men's World Cup,M-1978-23,Peru vs Iran,group stage,Group 4,1,0,0,0,1978-06-11,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-56,Peru,PER,T-38,Iran,IRN,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0
294,WC-1978,1978 FIFA Men's World Cup,M-1978-24,Scotland vs Netherlands,group stage,Group 4,1,0,0,0,1978-06-11,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-64,Scotland,SCO,T-48,Netherlands,NLD,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0
295,WC-1978,1978 FIFA Men's World Cup,M-1978-25,Austria vs Netherlands,second group stage,Group A,1,0,0,0,1978-06-14,13:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-05,Austria,AUT,T-48,Netherlands,NLD,1–5,1,5,-4,4,0,0,0-0,0,0,away team win,0,1,0
296,WC-1978,1978 FIFA Men's World Cup,M-1978-26,Italy vs West Germany,second group stage,Group A,1,0,0,0,1978-06-14,13:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-41,Italy,ITA,T-86,West Germany,DEU,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
297,WC-1978,1978 FIFA Men's World Cup,M-1978-27,Brazil vs Peru,second group stage,Group B,1,0,0,0,1978-06-14,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-09,Brazil,BRA,T-56,Peru,PER,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0
298,WC-1978,1978 FIFA Men's World Cup,M-1978-28,Argentina vs Poland,second group stage,Group B,1,0,0,0,1978-06-14,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-57,Poland,POL,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0
299,WC-1978,1978 FIFA Men's World Cup,M-1978-29,Peru vs Poland,second group stage,Group B,1,0,0,0,1978-06-18,13:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-56,Peru,PER,T-57,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0
300,WC-1978,1978 FIFA Men's World Cup,M-1978-30,Italy vs Austria,second group stage,Group A,1,0,0,0,1978-06-18,16:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-41,Italy,ITA,T-05,Austria,AUT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
301,WC-1978,1978 FIFA Men's World Cup,M-1978-31,Netherlands vs West Germany,second group stage,Group A,1,0,0,0,1978-06-18,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-48,Netherlands,NLD,T-86,West Germany,DEU,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1
302,WC-1978,1978 FIFA Men's World Cup,M-1978-32,Argentina vs Brazil,second group stage,Group B,1,0,0,0,1978-06-18,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-09,Brazil,BRA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
303,WC-1978,1978 FIFA Men's World Cup,M-1978-33,Austria vs West Germany,second group stage,Group A,1,0,0,0,1978-06-21,13:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-05,Austria,AUT,T-86,West Germany,DEU,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0
304,WC-1978,1978 FIFA Men's World Cup,M-1978-34,Italy vs Netherlands,second group stage,Group A,1,0,0,0,1978-06-21,13:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-41,Italy,ITA,T-48,Netherlands,NLD,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0
305,WC-1978,1978 FIFA Men's World Cup,M-1978-35,Brazil vs Poland,second group stage,Group B,1,0,0,0,1978-06-21,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-09,Brazil,BRA,T-57,Poland,POL,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0
306,WC-1978,1978 FIFA Men's World Cup,M-1978-36,Argentina vs Peru,second group stage,Group B,1,0,0,0,1978-06-21,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-56,Peru,PER,6–0,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0
307,WC-1978,1978 FIFA Men's World Cup,M-1978-37,Brazil vs Italy,third-place match,not applicable,0,1,0,0,1978-06-24,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-09,Brazil,BRA,T-41,Italy,ITA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
308,WC-1978,1978 FIFA Men's World Cup,M-1978-38,Argentina vs Netherlands,final,not applicable,0,1,0,0,1978-06-25,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-48,Netherlands,NLD,3–1,3,1,2,-2,1,0,0-0,0,0,home team win,1,0,0
309,WC-1982,1982 FIFA Men's World Cup,M-1982-01,Argentina vs Belgium,group stage,Group 3,1,0,0,0,1982-06-13,20:00,S-182,Camp Nou,Barcelona,Spain,T-03,Argentina,ARG,T-06,Belgium,BEL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0
310,WC-1982,1982 FIFA Men's World Cup,M-1982-02,Italy vs Poland,group stage,Group 1,1,0,0,0,1982-06-14,17:15,S-195,Balaídos,Vigo,Spain,T-41,Italy,ITA,T-57,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
311,WC-1982,1982 FIFA Men's World Cup,M-1982-03,Brazil vs Soviet Union,group stage,Group 6,1,0,0,0,1982-06-14,21:00,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,T-09,Brazil,BRA,T-72,Soviet Union,SUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
312,WC-1982,1982 FIFA Men's World Cup,M-1982-04,Peru vs Cameroon,group stage,Group 1,1,0,0,0,1982-06-15,17:15,S-180,Estadio Riazor,A Coruña,Spain,T-56,Peru,PER,T-11,Cameroon,CMR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
313,WC-1982,1982 FIFA Men's World Cup,M-1982-05,Hungary vs El Salvador,group stage,Group 3,1,0,0,0,1982-06-15,21:00,S-185,Nuevo Estadio,Elche,Spain,T-36,Hungary,HUN,T-27,El Salvador,SLV,10–1,10,1,9,-9,0,0,0-0,0,0,home team win,1,0,0
314,WC-1982,1982 FIFA Men's World Cup,M-1982-06,Scotland vs New Zealand,group stage,Group 6,1,0,0,0,1982-06-15,21:00,S-189,Estadio La Rosaleda,Málaga,Spain,T-64,Scotland,SCO,T-49,New Zealand,NZL,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0
315,WC-1982,1982 FIFA Men's World Cup,M-1982-07,West Germany vs Algeria,group stage,Group 2,1,0,0,0,1982-06-16,17:15,S-186,Estadio El Molinón,Gijón,Spain,T-86,West Germany,DEU,T-01,Algeria,DZA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0
316,WC-1982,1982 FIFA Men's World Cup,M-1982-08,England vs France,group stage,Group 4,1,0,0,0,1982-06-16,17:15,S-184,Estadio San Mamés,Bilbao,Spain,T-28,England,ENG,T-30,France,FRA,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0
317,WC-1982,1982 FIFA Men's World Cup,M-1982-09,Spain vs Honduras,group stage,Group 5,1,0,0,0,1982-06-16,21:00,S-193,Estadio Luis Casanova,Valencia,Spain,T-73,Spain,ESP,T-35,Honduras,HND,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
318,WC-1982,1982 FIFA Men's World Cup,M-1982-10,Chile vs Austria,group stage,Group 2,1,0,0,0,1982-06-17,17:15,S-190,Estadio Carlos Tartiere,Oviedo,Spain,T-13,Chile,CHL,T-05,Austria,AUT,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0
319,WC-1982,1982 FIFA Men's World Cup,M-1982-11,Czechoslovakia vs Kuwait,group stage,Group 4,1,0,0,0,1982-06-17,17:15,S-194,Estadio José Zorrilla,Valladolid,Spain,T-21,Czechoslovakia,CSK,T-45,Kuwait,KWT,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
320,WC-1982,1982 FIFA Men's World Cup,M-1982-12,Yugoslavia vs Northern Ireland,group stage,Group 5,1,0,0,0,1982-06-17,21:00,S-196,Estadio La Romareda,Zaragoza,Spain,T-87,Yugoslavia,YUG,T-52,Northern Ireland,NIR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
321,WC-1982,1982 FIFA Men's World Cup,M-1982-13,Italy vs Peru,group stage,Group 1,1,0,0,0,1982-06-18,17:15,S-195,Balaídos,Vigo,Spain,T-41,Italy,ITA,T-56,Peru,PER,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
322,WC-1982,1982 FIFA Men's World Cup,M-1982-14,Argentina vs Hungary,group stage,Group 3,1,0,0,0,1982-06-18,21:00,S-181,Estadio José Rico Pérez,Alicante,Spain,T-03,Argentina,ARG,T-36,Hungary,HUN,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0
323,WC-1982,1982 FIFA Men's World Cup,M-1982-15,Brazil vs Scotland,group stage,Group 6,1,0,0,0,1982-06-18,21:00,S-191,Estadio Benito Villamarín,Seville,Spain,T-09,Brazil,BRA,T-64,Scotland,SCO,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0
324,WC-1982,1982 FIFA Men's World Cup,M-1982-16,Poland vs Cameroon,group stage,Group 1,1,0,0,0,1982-06-19,17:15,S-180,Estadio Riazor,A Coruña,Spain,T-57,Poland,POL,T-11,Cameroon,CMR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1
325,WC-1982,1982 FIFA Men's World Cup,M-1982-17,Belgium vs El Salvador,group stage,Group 3,1,0,0,0,1982-06-19,21:00,S-185,Nuevo Estadio,Elche,Spain,T-06,Belgium,BEL,T-27,El Salvador,SLV,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0
326,WC-1982,1982 FIFA Men's World Cup,M-1982-18,Soviet Union vs New Zealand,group stage,Group 6,1,0,0,0,1982-06-19,21:00,S-189,Estadio La Rosaleda,Málaga,Spain,T-72,Soviet Union,SUN,T-49,New Zealand,NZL,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0
327,WC-1982,1982 FIFA Men's World Cup,M-1982-19,West Germany vs Chile,group stage,Group 2,1,0,0,0,1982-06-20,17:15,S-186,Estadio El Molinón,Gijón,Spain,T-86,West Germany,DEU,T-13,Chile,CHL,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0
328,WC-1982,1982 FIFA Men's World Cup,M-1982-20,England vs Czechoslovakia,group stage,Group 4,1,0,0,0,1982-06-20,17:15,S-184,Estadio San Mamés,Bilbao,Spain,T-28,England,ENG,T-21,Czechoslovakia,CSK,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0
329,WC-1982,1982 FIFA Men's World Cup,M-1982-21,Spain vs Yugoslavia,group stage,Group 5,1,0,0,0,1982-06-20,21:00,S-193,Estadio Luis Casanova,Valencia,Spain,T-73,Spain,ESP,T-87,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0
330,WC-1982,1982 FIFA Men's World Cup,M-1982-22,Algeria vs Austria,group stage,Group 2,1,0,0,0,1982-06-21,17:15,S-190,Estadio Carlos Tartiere,Oviedo,Spain,T-01,Algeria,DZA,T-05,Austria,AUT,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0
331,WC-1982,1982 FIFA Men's World Cup,M-1982-23,France vs Kuwait,group stage,Group 4,1,0,0,0,1982-06-21,17:15,S-194,Estadio José Zorrilla,Valladolid,Spain,T-30,France,FRA,T-45,Kuwait,KWT,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0
332,WC-1982,1982 FIFA Men's World Cup,M-1982-24,Honduras vs Northern Ireland,group stage,Group 5,1,0,0,0,1982-06-21,21:00,S-196,Estadio La Romareda,Zaragoza,Spain,T-35,Honduras,HND,T-52,Northern Ireland,NIR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
333,WC-1982,1982 FIFA Men's World Cup,M-1982-25,Poland vs Peru,group stage,Group 1,1,0,0,0,1982-06-22,17:15,S-180,Estadio Riazor,A Coruña,Spain,T-57,Poland,POL,T-56,Peru,PER,5–1,5,1,4,-4,0,0,0-0,0,0,home team win,1,0,0
334,WC-1982,1982 FIFA Men's World Cup,M-1982-26,Belgium vs Hungary,group stage,Group 3,1,0,0,0,1982-06-22,21:00,S-185,Nuevo Estadio,Elche,Spain,T-06,Belgium,BEL,T-36,Hungary,HUN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
335,WC-1982,1982 FIFA Men's World Cup,M-1982-27,Soviet Union vs Scotland,group stage,Group 6,1,0,0,0,1982-06-22,21:00,S-189,Estadio La Rosaleda,Málaga,Spain,T-72,Soviet Union,SUN,T-64,Scotland,SCO,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1
336,WC-1982,1982 FIFA Men's World Cup,M-1982-28,Italy vs Cameroon,group stage,Group 1,1,0,0,0,1982-06-23,17:15,S-195,Balaídos,Vigo,Spain,T-41,Italy,ITA,T-11,Cameroon,CMR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1
